EndYear;Rk;G;Date;Years;Days;Age;Tm;Home;Opp;Win;Diff;GS;MP;FG;FGA;FG_PCT;3P;3PA;3P_PCT;FT;FTA;FT_PCT;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;GmSc
1998;59;59;2/28/1998;35;11;3503011636;CHI;1;SAC;1;15;1;39;10;17;588;0;1;0;8;9;889;1;1;2;2;0;0;2;1;28;197
1998;60;60;3/3/1998;35;14;3503832991;CHI;1;DEN;1;28;1;40;12;19;632;0;0;0;6;6;1;0;7;7;2;2;0;2;1;30;246
1998;61;61;3/8/1998;35;19;3505201916;CHI;0;NYK;1;13;1;43;17;33;515;1;2;5;7;9;778;3;5;8;6;3;1;2;1;42;34
1998;62;62;3/10/1998;35;21;3505749487;CHI;1;MIA;1;15;1;39;17;30;567;1;2;5;2;2;1;0;4;4;4;1;1;1;2;37;267
1998;63;63;3/12/1998;35;23;3506297057;CHI;0;DAL;0;-7;1;47;10;24;417;1;3;333;5;11;455;4;3;7;3;1;1;1;4;26;157
1998;64;64;3/14/1998;35;25;3506844627;CHI;0;SAS;1;10;1;42;12;22;545;0;0;0;6;7;857;2;3;5;3;2;1;3;2;30;223
1998;65;65;3/16/1998;35;27;3507392197;CHI;1;NJN;1;16;1;33;6;15;4;0;1;0;5;8;625;2;5;7;1;1;0;4;1;17;79
1998;66;66;3/17/1998;35;28;3507665982;CHI;0;IND;1;6;1;42;14;28;5;1;3;333;6;9;667;1;3;4;2;1;0;2;1;35;214
1998;67;67;3/20/1998;35;31;3508487337;CHI;1;VAN;1;6;1;39;8;13;615;1;2;5;7;10;7;0;4;4;3;0;1;3;1;24;175
1998;68;68;3/22/1998;35;33;3509034908;CHI;0;TOR;1;2;1;41;13;28;464;0;2;0;7;7;1;0;4;4;3;5;3;2;3;33;258
1998;69;69;3/23/1998;35;34;3509308693;CHI;1;BOS;1;23;1;36;11;22;5;0;1;0;2;2;1;1;6;7;2;2;1;2;1;24;172
1998;70;70;3/25/1998;35;36;3509856263;CHI;0;ORL;1;15;1;38;8;21;381;1;3;333;0;1;0;2;5;7;8;5;0;0;2;17;178
1998;71;71;3/27/1998;35;38;3510403833;CHI;0;ATL;1;15;1;43;13;26;5;0;0;0;8;12;667;1;4;5;4;0;1;2;3;34;216
1998;72;72;3/29/1998;35;40;3510951403;CHI;0;MIL;1;17;1;35;13;24;542;0;1;0;4;5;8;1;1;2;0;2;0;0;3;30;198
1998;73;73;3/31/1998;35;42;3511498973;CHI;1;DET;1;5;1;47;11;26;423;0;2;0;4;4;1;1;2;3;8;4;2;4;5;26;185
1998;74;74;4/3/1998;35;45;3512320329;CHI;1;MIN;1;14;1;38;16;25;64;2;6;333;7;8;875;3;3;6;4;1;0;0;1;41;359
1998;75;75;4/5/1998;35;47;3512867899;CHI;0;HOU;1;15;1;37;18;31;581;0;0;0;4;4;1;2;2;4;3;3;0;2;3;40;294
1998;76;76;4/7/1998;35;49;3513415469;CHI;1;WAS;1;18;1;33;11;21;524;1;2;5;7;8;875;1;3;4;3;1;1;2;0;30;227
1998;77;77;4/9/1998;35;51;3513963039;CHI;0;CLE;0;-6;1;37;10;24;417;0;2;0;9;12;75;0;6;6;4;0;0;4;3;29;144
1998;78;78;4/11/1998;35;53;3514510609;CHI;1;ORL;1;9;1;35;15;25;6;3;5;6;4;10;4;1;3;4;2;4;0;0;2;37;293
1998;79;79;4/13/1998;35;55;3515058179;CHI;1;IND;0;-9;1;41;7;19;368;1;1;1;12;14;857;0;4;4;3;3;0;4;0;27;18
1998;80;80;4/15/1998;35;57;3515605749;CHI;0;DET;0;-8;1;43;7;25;28;0;3;0;5;10;5;4;2;6;4;1;0;2;4;19;59
1998;81;81;4/17/1998;35;59;351615332;CHI;0;PHI;1;7;1;39;9;19;474;0;2;0;6;8;75;1;5;6;2;5;0;4;5;24;161
1998;82;82;4/18/1998;35;60;3516427105;CHI;1;NYK;1;2;1;40;11;24;458;0;0;0;22;24;917;0;3;3;3;1;0;1;1;44;334
2002;1;1;10/30/2001;38;255;3869815195;WAS;0;NYK;0;-2;1;37;7;21;333;0;3;0;5;6;833;3;2;5;6;4;0;3;3;19;134
2002;2;2;11/1/2001;38;257;3870362765;WAS;0;ATL;1;10;1;40;13;30;433;0;3;0;5;6;833;0;6;6;6;2;0;1;2;31;21
2002;3;3;11/3/2001;38;259;3870910335;WAS;1;PHI;1;14;1;38;7;21;333;0;0;0;6;9;667;2;4;6;9;2;1;2;1;20;161
2002;4;4;11/4/2001;38;260;387118412;WAS;0;DET;0;-22;1;22;8;18;444;0;0;0;3;3;1;0;8;8;2;1;0;1;1;19;13
2002;5;5;11/7/2001;38;263;3872005476;WAS;0;BOS;0;-9;1;41;12;26;462;0;1;0;8;10;8;2;6;8;2;2;0;5;2;32;186
2002;6;6;11/9/2001;38;265;3872553046;WAS;1;GSW;0;-9;1;38;13;30;433;0;1;0;6;8;75;0;3;3;3;3;0;3;3;32;172
2002;7;7;11/11/2001;38;267;3873100616;WAS;1;SEA;0;-15;1;39;5;26;192;0;1;0;6;6;1;3;9;12;4;1;2;1;4;16;72
2002;8;8;11/14/2001;38;270;3873921971;WAS;1;MIL;0;-9;1;41;12;24;5;0;1;0;7;8;875;1;3;4;3;2;1;3;3;31;208
2002;9;9;11/16/2001;38;272;3874469541;WAS;1;UTA;0;-9;1;41;17;33;515;1;2;5;9;11;818;3;4;7;3;1;0;0;0;44;333
2002;10;10;11/20/2001;38;276;3875564682;WAS;1;CHH;0;-7;1;41;13;23;565;1;2;5;3;4;75;0;4;4;6;2;0;5;4;30;195
2002;11;11;11/22/2001;38;278;3876112252;WAS;0;IND;0;-7;1;40;8;26;308;0;1;0;5;5;1;0;5;5;6;2;1;3;1;21;11
2002;12;12;11/24/2001;38;280;3876659822;WAS;1;BOS;1;4;1;45;7;24;292;0;1;0;3;3;1;1;10;11;6;1;0;2;3;17;87
2002;13;13;11/27/2001;38;283;3877481177;WAS;0;CLE;0;-19;1;31;9;24;375;0;0;0;0;0;;1;3;4;5;1;0;0;2;18;101
2002;14;14;11/28/2001;38;284;3877754962;WAS;0;PHI;1;7;1;38;11;27;407;0;1;0;8;10;8;0;6;6;7;5;1;1;2;30;253
2002;15;15;11/30/2001;38;286;3878302533;WAS;0;MIA;1;9;1;38;10;20;5;0;1;0;2;3;667;1;6;7;5;0;0;2;2;22;148
2002;16;16;12/1/2001;38;287;3878576318;WAS;1;ORL;0;-9;1;33;6;19;316;0;0;0;3;3;1;0;7;7;7;0;2;2;4;15;89
2002;17;17;12/6/2001;38;292;3879945243;WAS;0;HOU;1;3;1;33;9;23;391;0;0;0;0;0;;0;6;6;7;0;0;4;2;18;74
2002;18;18;12/8/2001;38;294;3880492813;WAS;0;DAL;1;7;1;35;7;21;333;0;1;0;7;9;778;2;10;12;4;4;0;1;3;21;173
2002;19;19;12/11/2001;38;297;3881314168;WAS;0;MEM;1;10;1;31;8;19;421;0;1;0;0;0;;0;6;6;9;0;0;0;2;16;132
2002;20;20;12/12/2001;38;298;3881587953;WAS;1;MIA;1;2;1;34;9;23;391;0;1;0;7;11;636;0;6;6;7;1;1;1;0;25;183
2002;21;21;12/14/2001;38;300;3882135524;WAS;1;NYK;1;16;1;34;8;19;421;0;1;0;3;3;1;0;6;6;6;1;2;5;4;19;107
2002;22;22;12/16/2001;38;302;3882683094;WAS;0;TOR;1;5;1;36;8;21;381;0;0;0;5;6;833;2;2;4;3;3;0;4;3;21;11
2002;23;23;12/19/2001;38;305;3883504449;WAS;1;ATL;1;27;1;27;11;19;579;0;1;0;1;1;1;1;3;4;6;1;1;2;2;23;188
2002;24;24;12/21/2001;38;307;3884052019;WAS;0;ORL;1;18;1;34;3;16;188;0;0;0;6;6;1;3;3;6;8;1;0;3;1;12;82
2002;25;25;12/22/2001;38;308;3884325804;WAS;0;NYK;1;1;1;36;11;22;5;0;0;0;4;7;571;0;1;1;3;1;0;4;2;26;124
2002;26;26;12/26/2001;38;312;3885420945;WAS;0;CHH;0;-6;1;35;11;28;393;1;2;5;5;6;833;1;3;4;7;1;0;3;4;28;153
2002;27;27;12/27/2001;38;313;388569473;WAS;0;IND;0;-27;1;25;2;10;2;1;2;5;1;2;5;2;2;4;4;0;0;4;1;6;-2
2002;28;28;12/29/2001;38;315;38862423;WAS;1;CHH;1;17;1;38;21;38;553;0;2;0;9;10;9;2;5;7;4;3;0;4;3;51;359
2002;29;29;12/31/2001;38;317;388678987;WAS;1;NJN;1;22;1;39;16;32;5;1;3;333;12;13;923;0;10;10;7;3;0;3;2;45;357
2002;30;30;1/4/2002;38;321;388788501;WAS;1;CHI;1;6;1;38;9;24;375;0;2;0;11;13;846;0;7;7;3;2;2;5;4;29;16
2002;31;31;1/8/2002;38;325;3888980151;WAS;1;LAC;1;8;1;42;9;24;375;0;0;0;0;1;0;2;8;10;8;1;0;4;1;18;104
2002;32;32;1/11/2002;38;328;3889801506;WAS;0;MIL;0;-19;1;33;10;24;417;0;0;0;2;4;5;0;3;3;3;1;0;6;2;22;56
2002;33;33;1/12/2002;38;329;3890075291;WAS;1;MIN;0;-8;1;40;14;30;467;0;0;0;7;7;1;0;6;6;4;1;1;5;2;35;201
2002;34;34;1/15/2002;38;332;3890896646;WAS;1;SAS;0;-5;1;40;5;21;238;0;0;0;10;16;625;0;1;1;4;0;1;4;0;20;47
2002;35;35;1/16/2002;38;333;3891170431;WAS;0;NJN;0;-44;1;18;4;14;286;0;0;0;2;2;1;0;2;2;1;1;1;1;1;10;34
2002;36;36;1/19/2002;38;336;3891991786;WAS;0;CHI;1;8;1;41;7;21;333;0;2;0;2;6;333;0;12;12;4;2;2;9;4;16;17
2002;37;37;1/21/2002;38;338;3892539357;WAS;0;MIN;0;-4;1;39;12;34;353;1;4;25;4;5;8;4;10;14;3;0;0;1;1;29;161
2002;38;38;1/22/2002;38;339;3892813142;WAS;1;PHI;0;-7;1;42;14;27;519;1;2;5;1;1;1;2;6;8;6;2;1;5;4;30;202
2002;39;39;1/24/2002;38;341;3893360712;WAS;1;CLE;1;9;1;40;18;29;621;0;0;0;4;7;571;1;7;8;2;2;0;0;2;40;311
2002;40;40;1/26/2002;38;343;3893908282;WAS;1;PHO;1;10;1;40;17;30;567;0;0;0;7;9;778;2;2;4;7;2;0;2;2;41;321
2002;41;41;1/29/2002;38;346;3894729637;WAS;1;DET;0;-3;1;42;13;30;433;0;0;0;6;8;75;0;5;5;7;2;0;3;0;32;208
2002;42;42;1/31/2002;38;348;3895277207;WAS;0;CLE;1;1;1;40;11;27;407;0;1;0;4;4;1;1;4;5;8;1;0;4;0;26;16
2002;43;43;2/1/2002;38;349;3895550992;WAS;1;ATL;1;7;1;38;10;24;417;0;1;0;8;10;8;0;4;4;8;2;2;1;2;28;228
2002;44;44;2/3/2002;38;351;3896098563;WAS;1;IND;1;20;1;41;11;19;579;1;1;1;0;0;;1;4;5;6;0;0;0;2;23;194
2002;45;45;2/5/2002;38;353;3896646133;WAS;1;TOR;1;5;1;40;10;21;476;0;1;0;3;4;75;1;6;7;5;0;0;2;3;23;147
2002;46;46;2/7/2002;38;355;3897193703;WAS;1;SAC;1;7;1;41;12;30;4;0;1;0;1;1;1;2;4;6;9;1;0;1;2;25;169
2002;47;47;2/12/2002;38;360;3898562628;WAS;0;LAL;0;-9;1;41;8;20;4;0;0;0;6;8;75;0;5;5;6;2;1;4;1;22;144
2002;48;48;2/14/2002;38;362;3899110198;WAS;0;SAC;0;-16;1;33;6;18;333;0;0;0;4;6;667;0;1;1;4;1;0;3;0;16;61
2002;49;49;2/15/2002;38;363;3899383984;WAS;0;PHO;1;1;1;37;7;19;368;0;0;0;8;9;889;0;6;6;4;2;2;5;2;22;133
2002;50;50;2/18/2002;39;1;3900273785;WAS;1;HOU;0;-13;1;36;5;12;417;0;1;0;1;2;5;1;5;6;11;0;0;2;2;11;113
2002;51;51;2/21/2002;39;4;390109514;WAS;1;NJN;0;-11;1;37;7;17;412;0;1;0;2;2;1;0;5;5;6;3;0;4;2;16;108
2002;52;52;2/23/2002;39;6;390164271;WAS;1;MIA;0;-2;1;37;13;25;52;1;1;1;10;12;833;1;4;5;7;0;0;4;3;37;255
2002;53;53;2/24/2002;39;7;3901916496;WAS;0;MIA;0;-12;1;30;4;13;308;1;2;5;0;1;0;0;5;5;6;3;0;6;2;9;3
2002;54;54;3/20/2002;39;31;3908487337;WAS;0;DEN;1;32;0;16;2;9;222;0;0;0;3;3;1;0;1;1;2;2;0;2;0;7;32
2002;55;55;3/21/2002;39;32;3908761123;WAS;0;UTA;0;-15;0;22;4;12;333;0;0;0;3;4;75;0;4;4;4;1;0;1;0;11;78
2002;56;56;3/24/2002;39;35;3909582478;WAS;0;TOR;0;-1;0;22;6;17;353;0;0;0;2;2;1;0;3;3;2;2;0;3;4;14;42
2002;57;57;3/26/2002;39;37;3910130048;WAS;1;DEN;1;16;0;20;4;9;444;0;1;0;1;3;333;1;2;3;6;0;0;1;2;9;72
2002;58;58;3/29/2002;39;40;3910951403;WAS;1;MIL;1;9;0;26;12;22;545;0;0;0;10;12;833;0;3;3;1;0;0;0;1;34;238
2002;59;59;3/31/2002;39;42;3911498973;WAS;1;DAL;0;-7;0;28;4;14;286;0;0;0;2;2;1;1;2;3;5;1;1;2;1;10;59
2002;60;60;4/2/2002;39;44;3912046543;WAS;1;LAL;0;-20;0;12;1;5;2;0;0;0;0;0;;0;3;3;3;0;0;0;1;2;15
2003;1;1;10/30/2002;39;255;3969815195;WAS;0;TOR;0;-6;0;25;4;14;286;0;0;0;0;2;0;0;3;3;1;3;0;2;3;8;4
2003;2;2;10/31/2002;39;256;397008898;WAS;1;BOS;1;45;0;21;8;15;533;0;0;0;5;5;1;0;4;4;5;2;1;0;1;21;207
2003;3;3;11/2/2002;39;258;397063655;WAS;1;NJN;0;-8;0;27;7;16;438;1;2;5;6;8;75;0;2;2;2;2;0;0;2;21;15
2003;4;4;11/5/2002;39;261;3971457906;WAS;0;MIN;0;-4;0;29;5;14;357;0;0;0;0;0;;0;2;2;1;1;0;1;2;10;27
2003;5;5;11/6/2002;39;262;3971731691;WAS;1;CLE;1;7;0;24;2;6;333;0;1;0;2;3;667;1;2;3;4;3;0;1;3;6;71
2003;6;6;11/8/2002;39;264;3972279261;WAS;1;LAL;1;1;0;30;9;14;643;0;0;0;7;12;583;0;3;3;3;2;0;2;4;25;182
2003;7;7;11/9/2002;39;265;3972553046;WAS;0;CLE;1;14;0;31;5;11;455;0;1;0;2;2;1;2;6;8;6;0;2;0;3;12;139
2003;8;8;11/12/2002;39;268;3973374401;WAS;1;SEA;0;-6;0;31;13;22;591;0;0;0;1;2;5;1;5;6;4;1;1;4;1;27;187
2003;9;9;11/14/2002;39;270;3973921971;WAS;1;UTA;1;3;0;34;7;17;412;0;1;0;5;5;1;0;6;6;1;1;0;3;4;19;88
2003;10;10;11/16/2002;39;272;3974469541;WAS;1;MIA;1;30;0;19;4;5;8;0;0;0;0;0;;0;5;5;2;2;0;1;3;8;88
2003;11;11;11/17/2002;39;273;3974743326;WAS;0;PHI;0;-16;0;28;9;16;563;1;2;5;0;0;;0;2;2;3;1;0;5;1;19;97
2003;12;12;11/22/2002;39;278;3976112252;WAS;0;HOU;0;-7;0;30;4;15;267;0;0;0;0;0;;0;2;2;1;0;0;1;2;8;-14
2003;13;13;11/23/2002;39;279;3976386037;WAS;0;MEM;0;-11;0;32;9;18;5;0;0;0;2;2;1;2;4;6;5;2;0;3;1;20;157
2003;14;14;11/26/2002;39;282;3977207392;WAS;1;IND;0;-4;0;34;10;21;476;3;3;1;5;8;625;0;1;1;2;3;0;1;2;28;19
2003;15;15;11/29/2002;39;285;3978028747;WAS;0;IND;0;-16;0;30;6;15;4;0;1;0;2;2;1;0;4;4;1;1;0;1;2;14;7
2003;16;16;11/30/2002;39;286;3978302533;WAS;1;PHI;0;-1;1;37;8;20;4;0;2;0;0;0;;1;3;4;2;0;1;2;3;16;57
2003;17;17;12/3/2002;39;289;3979123888;WAS;1;MIL;1;25;1;30;9;20;45;0;0;0;7;8;875;0;7;7;4;0;0;1;1;25;177
2003;18;18;12/4/2002;39;290;3979397673;WAS;0;DET;1;5;1;39;5;14;357;0;0;0;11;16;688;2;7;9;4;6;2;3;2;21;211
2003;19;19;12/6/2002;39;292;3979945243;WAS;0;ORL;0;-10;1;39;7;21;333;0;0;0;2;2;1;1;5;6;0;0;0;3;3;16;21
2003;20;20;12/7/2002;39;293;3980219028;WAS;1;NYK;1;3;1;37;9;18;5;0;1;0;2;4;5;0;9;9;2;3;0;2;3;20;141
2003;21;21;12/10/2002;39;296;3981040383;WAS;1;POR;0;-19;1;29;6;10;6;0;0;0;2;2;1;2;3;5;1;1;1;1;0;14;131
2003;22;22;12/13/2002;39;299;3981861739;WAS;0;NJN;0;-14;1;40;5;20;25;0;0;0;2;2;1;0;5;5;4;2;0;4;2;12;15
2003;23;23;12/15/2002;39;301;3982409309;WAS;0;TOR;1;13;1;40;1;9;111;0;0;0;0;0;;2;6;8;9;2;1;0;2;2;75
2003;24;24;12/17/2002;39;303;3982956879;WAS;0;ATL;1;10;1;38;12;18;667;0;0;0;6;6;1;0;3;3;2;0;0;1;3;30;223
2003;25;25;12/18/2002;39;304;3983230664;WAS;1;MEM;1;18;1;35;14;23;609;2;3;667;3;3;1;0;5;5;2;3;0;3;0;33;254
2003;26;26;12/21/2002;39;307;3984052019;WAS;0;SAS;0;-11;1;41;8;20;4;0;0;0;0;0;;0;5;5;3;0;1;2;1;16;71
2003;27;27;12/23/2002;39;309;3984599589;WAS;0;DAL;0;-6;1;36;5;15;333;1;1;1;2;2;1;0;7;7;8;0;2;3;3;13;94
2003;28;28;12/26/2002;39;312;3985420945;WAS;1;DET;0;-5;1;41;7;17;412;0;1;0;3;4;75;1;3;4;1;0;2;4;4;17;56
2003;29;29;12/28/2002;39;314;3985968515;WAS;1;ATL;1;8;1;35;4;10;4;0;1;0;2;2;1;1;3;4;5;1;1;0;2;10;106
2003;30;30;12/30/2002;39;316;3986516085;WAS;0;ORL;0;-17;1;39;8;17;471;0;0;0;5;5;1;0;8;8;9;3;0;4;4;21;184
2003;31;31;12/31/2002;39;317;398678987;WAS;1;SAS;1;2;1;35;7;15;467;1;1;1;2;2;1;1;6;7;3;1;0;2;1;17;125
2003;32;32;1/2/2003;39;319;398733744;WAS;0;CHI;1;25;1;30;4;11;364;0;2;0;2;2;1;1;4;5;5;2;0;3;1;10;79
2003;33;33;1/4/2003;39;321;398788501;WAS;1;IND;1;3;1;53;14;26;538;3;4;75;10;12;833;3;9;12;4;3;0;2;2;41;354
2003;34;34;1/6/2003;39;323;398843258;WAS;0;BOS;1;5;1;40;7;18;389;0;2;0;5;5;1;0;11;11;7;4;0;4;2;19;166
2003;35;35;1/8/2003;39;325;3988980151;WAS;1;CHI;1;3;1;33;5;13;385;0;0;0;4;5;8;0;10;10;7;1;0;2;4;14;118
2003;36;36;1/10/2003;39;327;3989527721;WAS;1;GSW;0;-5;1;41;7;17;412;0;0;0;0;0;;0;2;2;5;0;1;0;1;14;93
2003;37;37;1/11/2003;39;328;3989801506;WAS;0;NYK;1;5;1;41;8;25;32;0;0;0;7;9;778;5;5;10;3;1;0;2;2;23;132
2003;38;38;1/14/2003;39;331;3990622861;WAS;1;TOR;0;-9;1;41;8;23;348;0;0;0;6;6;1;2;3;5;4;3;2;2;1;22;162
2003;39;39;1/16/2003;39;333;3991170431;WAS;1;ORL;1;15;1;39;12;25;48;0;1;0;8;10;8;1;5;6;8;2;0;1;3;32;261
2003;40;40;1/18/2003;39;335;3991718001;WAS;1;PHI;0;-8;1;42;10;25;4;0;3;0;5;6;833;2;6;8;7;5;1;2;4;25;213
2003;41;41;1/20/2003;39;337;3992265572;WAS;1;DEN;1;15;1;42;11;22;5;0;2;0;3;4;75;1;4;5;6;1;1;3;3;25;172
2003;42;42;1/22/2003;39;339;3992813142;WAS;0;NOH;0;-9;1;38;9;21;429;0;0;0;0;0;;0;4;4;3;3;0;2;1;18;108
2003;43;43;1/24/2003;39;341;3993360712;WAS;0;CHI;0;-7;1;39;4;14;286;0;0;0;3;4;75;2;3;5;3;1;1;1;2;11;67
2003;44;44;1/25/2003;39;342;3993634497;WAS;1;MIN;0;-8;1;41;8;18;444;0;1;0;1;2;5;0;8;8;5;2;1;4;0;17;118
2003;45;45;1/27/2003;39;344;3994182067;WAS;1;PHO;1;5;1;38;9;14;643;0;0;0;1;2;5;0;7;7;1;2;0;5;1;19;118
2003;46;46;1/29/2003;39;346;3994729637;WAS;0;NJN;0;-8;1;37;4;16;25;0;0;0;0;0;;0;5;5;5;0;0;3;2;8;-4
2003;47;47;1/30/2003;39;347;3995003422;WAS;0;MIL;0;-7;1;39;11;24;458;0;1;0;2;3;667;2;2;4;4;1;0;2;1;24;146
2003;48;48;2/1/2003;39;349;3995550992;WAS;1;NOH;1;5;1;44;18;33;545;0;0;0;9;10;9;1;2;3;6;1;1;2;5;45;319
2003;49;49;2/4/2003;39;352;3996372348;WAS;1;CLE;1;9;1;43;13;26;5;0;0;0;1;1;1;0;4;4;8;4;1;2;3;27;223
2003;50;50;2/11/2003;39;359;3998288843;WAS;0;SAC;0;-19;1;31;5;19;263;0;0;0;2;2;1;2;5;7;2;0;0;1;0;12;4
2003;51;51;2/12/2003;39;360;3998562628;WAS;0;LAC;1;4;1;39;8;24;333;0;0;0;7;9;778;2;4;6;12;2;1;2;6;23;179
2003;52;52;2/14/2003;39;362;3999110198;WAS;0;UTA;0;-32;1;29;3;12;25;0;0;0;5;5;1;1;1;2;3;0;0;2;0;11;49
2003;53;53;2/19/2003;40;2;400054757;WAS;0;NOH;0;-12;1;39;8;23;348;0;0;0;4;6;667;3;3;6;2;0;2;3;0;20;91
2003;54;54;2/21/2003;40;4;400109514;WAS;1;NJN;1;3;1;43;18;30;6;0;0;0;7;8;875;0;10;10;3;4;1;1;2;43;368
2003;55;55;2/23/2003;40;6;400164271;WAS;1;DAL;0;-5;1;52;14;26;538;0;0;0;2;2;1;2;7;9;3;2;1;6;3;30;185
2003;56;56;2/25/2003;40;8;4002190281;WAS;0;IND;1;5;1;41;11;25;44;0;0;0;3;4;75;0;6;6;3;1;0;1;2;25;146
2003;57;57;2/27/2003;40;10;4002737851;WAS;1;HOU;1;2;1;50;15;26;577;0;0;0;5;7;714;0;11;11;6;0;0;3;3;35;253
2003;58;58;3/1/2003;40;12;4003285421;WAS;1;CHI;1;8;1;43;7;18;389;0;2;0;3;4;75;0;8;8;8;0;0;2;2;17;12
2003;59;59;3/2/2003;40;13;4003559206;WAS;0;MIA;0;-10;1;39;9;27;333;0;1;0;3;3;1;1;7;8;2;1;3;0;2;21;122
2003;60;60;3/4/2003;40;15;4004106776;WAS;1;TOR;0;-3;1;15;2;5;4;0;0;0;0;0;;1;2;3;2;0;0;3;1;4;6
2003;61;61;3/5/2003;40;16;4004380561;WAS;1;LAC;1;19;1;24;4;14;286;0;0;0;2;2;1;3;6;9;0;0;0;1;2;10;39
2003;62;62;3/7/2003;40;18;4004928131;WAS;1;MIL;0;-3;1;43;11;24;458;0;1;0;5;6;833;0;9;9;3;2;0;1;2;27;192
2003;63;63;3/9/2003;40;20;4005475702;WAS;0;NYK;0;-1;1;43;13;22;591;0;0;0;13;15;867;1;7;8;1;1;0;3;3;39;283
2003;64;64;3/11/2003;40;22;4006023272;WAS;1;ORL;1;1;1;40;10;18;556;0;0;0;3;3;1;0;4;4;2;2;0;9;4;23;84
2003;65;65;3/14/2003;40;25;4006844627;WAS;0;DET;0;-10;1;40;6;18;333;0;0;0;3;4;75;1;4;5;4;2;1;0;2;15;11
2003;66;66;3/15/2003;40;26;4007118412;WAS;1;MIA;1;7;1;39;9;18;5;0;1;0;1;1;1;2;6;8;1;2;2;3;3;19;131
2003;67;67;3/18/2003;40;29;4007939767;WAS;1;DET;0;-4;1;50;10;25;4;0;1;0;3;4;75;1;10;11;3;0;0;2;2;23;121
2003;68;68;3/21/2003;40;32;4008761123;WAS;0;PHO;0;-26;1;36;4;12;333;0;1;0;6;6;1;2;3;5;2;1;1;2;0;14;106
2003;69;69;3/23/2003;40;34;4009308693;WAS;0;GSW;0;-6;1;42;11;23;478;1;1;1;1;1;1;0;5;5;4;2;0;3;2;24;148
2003;70;70;3/25/2003;40;36;4009856263;WAS;0;POR;1;4;1;41;11;19;579;0;0;0;3;4;75;0;5;5;7;2;0;1;4;25;215
2003;71;71;3/26/2003;40;37;4010130048;WAS;0;SEA;1;6;1;44;12;22;545;0;0;0;2;3;667;1;9;10;4;2;1;4;3;26;187
2003;72;72;3/28/2003;40;39;4010677618;WAS;0;LAL;0;-14;1;41;10;20;5;0;0;0;3;4;75;0;0;0;4;1;0;1;1;23;15
2003;73;73;3/30/2003;40;41;4011225188;WAS;0;DEN;0;-16;1;37;9;23;391;0;1;0;1;2;5;1;4;5;2;1;0;5;1;19;5
2003;74;74;4/2/2003;40;44;4012046543;WAS;1;SAC;0;-6;1;42;8;17;471;0;0;0;1;2;5;0;1;1;4;0;0;1;2;17;92
2003;75;75;4/3/2003;40;45;4012320329;WAS;0;ATL;0;-2;1;43;10;23;435;0;1;0;2;2;1;1;13;14;7;2;0;0;2;22;206
2003;76;76;4/6/2003;40;48;4013141684;WAS;0;BOS;1;1;1;47;10;22;455;1;1;1;4;4;1;2;11;13;7;2;0;2;3;25;22
2003;77;77;4/8/2003;40;50;4013689254;WAS;0;CLE;1;9;1;46;10;19;526;1;1;1;5;5;1;3;7;10;3;3;1;1;0;26;257
2003;78;78;4/9/2003;40;51;4013963039;WAS;1;BOS;0;-4;1;43;8;17;471;1;2;5;4;4;1;0;10;10;1;2;0;1;2;21;162
2003;79;79;4/11/2003;40;53;4014510609;WAS;0;MIA;1;4;1;40;11;26;423;0;1;0;3;3;1;1;1;2;4;2;0;1;2;25;152
2003;80;80;4/12/2003;40;54;4014784394;WAS;1;ATL;0;-1;1;30;8;16;5;0;0;0;1;2;5;2;6;8;6;1;1;2;3;17;145
2003;81;81;4/14/2003;40;56;4015331964;WAS;1;NYK;0;-14;1;37;9;22;409;0;3;0;3;3;1;1;7;8;1;1;0;2;1;21;113
2003;82;82;4/16/2003;40;58;4015879535;WAS;0;PHI;0;-20;1;28;6;15;4;0;0;0;3;4;75;0;4;4;4;0;0;2;0;15;85
