EndYear;Rk;G;Date;Years;Days;Age;Tm;Home;Opp;Win;Diff;GS;MP;FG;FGA;FG_PCT;3P;3PA;3P_PCT;FT;FTA;FT_PCT;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;GmSc
1996;48;48;2/13/1996;32;361;3298836413;CHI;1;WSB;1;13;1;36;11;23;478;2;3;667;8;10;8;2;7;9;3;0;0;4;2;32;203
1996;49;49;2/15/1996;32;363;3299383984;CHI;0;DET;1;3;1;49;10;30;333;0;1;0;12;12;1;2;6;8;5;3;0;1;2;32;229
1996;50;50;2/16/1996;32;364;3299657769;CHI;0;MIN;1;3;1;38;13;23;565;4;4;1;5;5;1;1;6;7;4;0;1;2;1;35;277
1996;51;51;2/18/1996;33;1;3300273785;CHI;0;IND;1;8;1;42;16;29;552;3;4;75;9;10;9;4;1;5;7;3;2;3;2;44;383
1996;52;52;2/20/1996;33;3;3300821355;CHI;1;CLE;1;26;1;35;6;19;316;0;0;0;2;3;667;3;6;9;6;0;0;0;3;14;96
1996;53;53;2/22/1996;33;5;3301368925;CHI;0;ATL;1;5;1;43;15;26;577;2;2;1;2;2;1;1;2;3;3;0;1;2;0;34;239
1996;54;54;2/23/1996;33;6;330164271;CHI;0;MIA;0;-9;1;40;9;21;429;1;4;25;12;13;923;3;6;9;5;4;0;3;4;31;263
1996;55;55;2/25/1996;33;8;3302190281;CHI;1;ORL;1;20;1;40;8;19;421;1;1;1;6;8;75;2;3;5;7;2;0;1;2;23;195
1996;56;56;2/27/1996;33;10;3302737851;CHI;1;MIN;1;21;1;41;11;24;458;2;3;667;11;12;917;2;4;6;7;2;0;1;2;35;299
1996;57;57;3/1/1996;33;13;3303559206;CHI;1;GSW;1;23;1;35;7;17;412;1;3;333;2;3;667;0;3;3;6;6;0;3;1;17;152
1996;58;58;3/2/1996;33;14;3303832991;CHI;1;BOS;1;32;1;32;8;15;533;0;2;0;5;8;625;3;5;8;8;4;1;1;0;21;254
1996;59;59;3/5/1996;33;17;3304654346;CHI;1;MIL;1;9;1;32;12;20;6;4;5;8;5;6;833;4;4;8;4;2;0;3;0;33;292
1996;60;60;3/7/1996;33;19;3305201916;CHI;1;DET;1;21;1;38;21;28;75;2;4;5;9;10;9;2;9;11;2;6;0;4;3;53;477
1996;61;61;3/10/1996;33;22;3306023272;CHI;0;NYK;0;-32;1;43;12;26;462;2;4;5;6;7;857;1;7;8;3;1;1;7;3;32;166
1996;62;62;3/13/1996;33;25;3306844627;CHI;1;WSB;1;17;1;36;12;25;48;2;6;333;11;12;917;0;6;6;5;1;0;3;2;37;264
1996;63;63;3/15/1996;33;27;3307392197;CHI;1;DEN;1;21;1;36;14;22;636;3;5;6;2;3;667;0;6;6;3;3;2;3;2;33;273
1996;64;64;3/16/1996;33;28;3307665982;CHI;0;NJN;1;4;1;43;14;29;483;2;5;4;7;7;1;2;14;16;5;1;3;0;4;37;329
1996;65;65;3/18/1996;33;30;3308213552;CHI;0;PHI;1;4;1;47;15;32;469;0;5;0;8;10;8;2;9;11;4;1;0;2;5;38;247
1996;66;66;3/19/1996;33;31;3308487337;CHI;1;SAC;1;22;1;35;7;16;438;0;3;0;6;6;1;2;7;9;3;2;0;6;3;20;12
1996;67;67;3/21/1996;33;33;3309034908;CHI;1;NYK;1;21;1;37;14;24;583;1;4;25;7;7;1;0;11;11;5;1;0;1;3;36;304
1996;68;68;3/24/1996;33;36;3309856263;CHI;0;TOR;0;-1;1;39;14;22;636;0;1;0;8;8;1;5;4;9;2;0;2;2;3;36;305
1996;69;69;3/28/1996;33;40;3310951403;CHI;1;ATL;1;31;1;30;5;12;417;0;1;0;3;6;5;0;5;5;7;1;1;0;3;13;123
1996;70;70;3/30/1996;33;42;3311498973;CHI;1;LAC;1;21;1;34;6;15;4;0;1;0;9;10;9;4;5;9;6;2;0;1;1;21;216
1996;71;71;4/2/1996;33;45;3312320329;CHI;0;MIA;1;18;1;37;11;23;478;2;3;667;8;8;1;1;7;8;3;2;0;1;4;32;246
1996;72;72;4/4/1996;33;47;3312867899;CHI;1;MIA;1;8;1;41;13;24;542;1;4;25;13;16;813;3;4;7;3;4;2;4;2;40;332
1996;73;73;4/5/1996;33;48;3313141684;CHI;0;CHH;1;34;1;28;10;16;625;2;2;1;2;3;667;0;5;5;4;3;0;3;0;24;207
1996;74;74;4/7/1996;33;50;3313689254;CHI;0;ORL;1;4;1;44;10;30;333;2;4;5;5;5;1;1;2;3;1;2;0;1;2;27;122
1996;75;75;4/8/1996;33;51;3313963039;CHI;1;CHH;0;-1;1;42;13;27;481;1;3;333;13;19;684;4;7;11;5;1;0;1;2;40;315
1996;76;76;4/11/1996;33;54;3314784394;CHI;0;NJN;1;13;1;26;8;18;444;0;1;0;1;4;25;3;4;7;3;3;0;3;0;17;118
1996;77;77;4/12/1996;33;55;3315058179;CHI;1;PHI;1;30;1;29;10;16;625;2;4;5;1;1;1;2;1;3;0;4;1;2;2;23;194
1996;78;78;4/14/1996;33;57;3315605749;CHI;0;CLE;1;26;1;35;11;18;611;4;7;571;6;6;1;3;9;12;3;1;0;3;0;32;287
1996;79;79;4/16/1996;33;59;331615332;CHI;0;MIL;1;6;1;42;9;27;333;1;4;25;3;4;75;1;8;9;4;2;1;4;1;22;105
1996;80;80;4/18/1996;33;61;331670089;CHI;1;DET;1;31;1;24;11;18;611;4;5;8;4;4;1;1;4;5;1;1;0;2;1;30;23
1996;81;81;4/20/1996;33;63;331724846;CHI;1;IND;0;-1;1;31;9;23;391;2;5;4;4;5;8;0;2;2;6;1;1;3;4;24;13
1996;82;82;4/21/1996;33;64;3317522245;CHI;0;WSB;1;10;1;24;11;22;5;1;3;333;3;3;1;1;3;4;4;4;0;1;0;26;224
1997;1;1;11/1/1996;33;258;337063655;CHI;0;BOS;1;9;1;43;10;22;455;0;5;0;10;13;769;1;3;4;3;0;0;1;2;30;193
1997;2;2;11/2/1996;33;259;3370910335;CHI;1;PHI;1;29;1;30;11;20;55;3;7;429;2;2;1;1;1;2;5;4;0;2;2;27;231
1997;3;3;11/5/1996;33;262;3371731691;CHI;1;VAN;1;23;1;31;9;18;5;3;5;6;1;1;1;2;5;7;3;4;0;4;2;22;172
1997;4;4;11/6/1996;33;263;3372005476;CHI;0;MIA;1;6;1;40;18;33;545;1;2;5;13;14;929;1;5;6;0;1;1;0;1;50;372
1997;5;5;11/8/1996;33;265;3372553046;CHI;0;DET;1;18;1;36;6;14;429;1;3;333;2;2;1;1;3;4;8;1;0;0;3;15;146
1997;6;6;11/9/1996;33;266;3372826831;CHI;1;BOS;1;12;1;32;10;23;435;0;2;0;7;11;636;2;1;3;3;1;0;0;2;27;173
1997;7;7;11/11/1996;33;268;3373374401;CHI;1;PHO;1;18;1;35;12;21;571;1;1;1;1;2;5;1;1;2;5;1;1;3;1;26;185
1997;8;8;11/13/1996;33;270;3373921971;CHI;1;MIA;1;32;1;34;8;23;348;0;1;0;12;16;75;1;4;5;3;1;0;0;3;28;173
1997;9;9;11/15/1996;33;272;3374469541;CHI;0;CHH;1;23;1;29;15;25;6;4;5;8;4;4;1;0;1;1;2;1;1;1;2;38;281
1997;10;10;11/16/1996;33;273;3374743326;CHI;1;ATL;1;28;1;35;11;23;478;0;1;0;3;4;75;0;5;5;3;1;0;2;2;25;147
1997;11;11;11/20/1996;33;277;3375838467;CHI;0;PHO;1;14;1;35;16;29;552;0;0;0;5;6;833;1;3;4;4;1;1;2;3;37;256
1997;12;12;11/21/1996;33;278;3376112252;CHI;0;DEN;1;18;1;34;12;23;522;0;2;0;7;7;1;4;3;7;3;2;1;2;2;31;254
1997;13;13;11/23/1996;33;280;3376659822;CHI;0;UTA;0;-5;1;39;17;32;531;0;6;0;10;12;833;1;5;6;4;2;1;2;3;44;321
1997;14;14;11/25/1996;33;282;3377207392;CHI;0;LAC;1;4;1;43;14;26;538;1;3;333;11;12;917;1;6;7;2;2;4;2;3;40;325
1997;15;15;11/29/1996;33;286;3378302533;CHI;0;DAL;1;19;1;40;13;23;565;4;5;8;6;6;1;0;7;7;4;2;0;2;1;36;296
1997;16;16;11/30/1996;33;287;3378576318;CHI;0;SAS;1;9;1;38;14;35;4;2;5;4;5;5;1;0;9;9;3;0;0;1;0;35;199
1997;17;17;12/3/1996;33;290;3379397673;CHI;0;MIL;1;3;1;41;13;27;481;0;0;0;14;17;824;2;4;6;6;0;0;3;1;40;285
1997;18;18;12/5/1996;33;292;3379945243;CHI;1;LAC;1;18;1;31;9;21;429;0;3;0;2;3;667;1;3;4;6;2;0;1;3;20;141
1997;19;19;12/7/1996;33;294;3380492813;CHI;1;MIA;0;-3;1;42;16;30;533;0;3;0;5;6;833;1;8;9;3;0;0;0;1;37;268
1997;20;20;12/8/1996;33;295;3380766598;CHI;0;TOR;0;-8;1;41;5;17;294;1;4;25;2;2;1;0;9;9;8;2;2;3;1;13;114
1997;21;21;12/11/1996;33;298;3381587953;CHI;1;MIN;1;17;1;36;10;16;625;1;1;1;6;6;1;0;7;7;3;3;0;1;0;27;26
1997;22;22;12/13/1996;33;300;3382135524;CHI;0;NJN;1;21;1;34;9;19;474;3;5;6;11;12;917;0;6;6;6;4;0;1;2;32;301
1997;23;23;12/14/1996;33;301;3382409309;CHI;1;CHH;1;5;1;41;10;26;385;0;3;0;9;12;75;2;7;9;5;5;0;1;0;29;246
1997;24;24;12/17/1996;33;304;3383230664;CHI;1;LAL;1;6;1;47;10;32;313;0;2;0;10;14;714;5;4;9;3;1;1;2;2;30;157
1997;25;25;12/19/1996;33;306;3383778234;CHI;0;CHH;1;21;1;36;13;27;481;3;8;375;6;7;857;5;3;8;1;1;1;2;0;35;257
1997;26;26;12/21/1996;33;308;3384325804;CHI;0;PHI;1;6;1;44;12;29;414;1;3;333;6;8;75;0;1;1;3;1;1;1;4;31;162
1997;27;27;12/23/1996;33;310;3384873374;CHI;1;NJN;1;32;1;33;10;18;556;0;1;0;4;4;1;2;1;3;4;0;0;3;1;24;165
1997;28;28;12/25/1996;33;312;3385420945;CHI;1;DET;1;12;1;46;9;21;429;0;4;0;5;7;714;6;4;10;2;1;0;4;3;23;137
1997;29;29;12/26/1996;33;313;338569473;CHI;0;ATL;0;-5;1;40;10;25;4;2;5;4;12;13;923;0;3;3;1;2;1;0;2;34;236
1997;30;30;12/28/1996;33;315;33862423;CHI;1;CLE;1;5;1;42;13;25;52;0;1;0;19;20;95;2;5;7;5;3;0;4;4;45;361
1997;31;31;12/30/1996;33;317;338678987;CHI;1;IND;1;2;1;40;12;29;414;1;5;2;3;4;75;3;4;7;4;1;0;3;1;28;158
1997;32;32;1/3/1997;33;321;338788501;CHI;1;ORL;1;21;1;35;10;18;556;0;2;0;2;2;1;1;3;4;6;2;1;2;2;22;191
1997;33;33;1/6/1997;33;324;3388706366;CHI;1;UTA;1;13;1;40;8;20;4;2;3;667;5;6;833;3;5;8;3;3;1;1;1;23;198
1997;34;34;1/10/1997;33;328;3389801506;CHI;0;MIL;1;15;1;38;11;23;478;3;4;75;8;13;615;1;4;5;3;0;0;0;2;33;225
1997;35;35;1/11/1997;33;329;3390075291;CHI;1;HOU;1;24;1;39;12;25;48;4;6;667;4;4;1;0;6;6;7;2;0;3;1;32;246
1997;36;36;1/14/1997;33;332;3390896646;CHI;1;WSB;1;1;1;40;14;27;519;0;4;0;11;11;1;0;2;2;2;2;0;0;3;39;285
1997;37;37;1/15/1997;33;333;3391170431;CHI;0;MIN;1;10;1;35;12;22;545;1;5;2;0;0;;1;2;3;4;1;1;3;2;25;164
1997;38;38;1/17/1997;33;335;3391718001;CHI;1;MIL;1;27;1;36;10;15;667;1;2;5;3;4;75;1;6;7;11;2;0;1;2;24;275
1997;39;39;1/19/1997;33;337;3392265572;CHI;0;HOU;0;-16;1;43;8;25;32;1;6;167;9;9;1;3;11;14;5;1;1;1;0;26;213
1997;40;40;1/21/1997;33;339;3392813142;CHI;1;NYK;1;1;1;43;18;30;6;5;8;625;10;11;909;1;3;4;4;2;0;2;1;51;408
1997;41;41;1/23/1997;33;341;3393360712;CHI;0;CLE;1;16;1;39;10;24;417;1;5;2;11;12;917;1;8;9;0;1;0;4;2;32;181
1997;42;42;1/25/1997;33;343;3393908282;CHI;1;TOR;1;12;1;31;10;16;625;3;4;75;1;2;5;1;2;3;4;2;0;0;1;24;221
1997;43;43;1/28/1997;33;346;3394729637;CHI;0;VAN;1;15;1;32;12;19;632;1;3;333;3;4;75;1;3;4;3;4;0;2;1;28;244
1997;44;44;1/30/1997;33;348;3395277207;CHI;0;SAC;1;18;1;40;11;19;579;1;5;2;9;10;9;0;6;6;2;3;0;2;3;32;257
1997;45;45;1/31/1997;33;349;3395550992;CHI;0;GSW;1;23;1;32;8;17;471;1;6;167;1;1;1;0;4;4;8;3;0;2;2;18;163
1997;46;46;2/2/1997;33;351;3396098563;CHI;0;SEA;1;7;1;45;19;28;679;2;3;667;5;6;833;3;4;7;3;1;0;1;2;45;372
1997;47;47;2/4/1997;33;353;3396646133;CHI;0;POR;1;4;1;41;15;30;5;1;4;25;5;5;1;1;4;5;2;1;2;0;3;36;255
1997;48;48;2/5/1997;33;354;3396919918;CHI;0;LAL;0;-16;1;40;10;24;417;2;5;4;5;6;833;1;3;4;4;1;1;2;1;27;175
1997;49;49;2/11/1997;33;360;3398562628;CHI;1;CHH;1;3;1;42;16;24;667;1;2;5;10;14;714;0;5;5;4;3;0;5;2;43;325
1997;50;50;2/14/1997;33;363;3399383984;CHI;0;ATL;1;1;1;45;13;28;464;1;2;5;3;5;6;3;5;8;4;2;0;4;0;30;192
1997;51;51;2/16/1997;33;365;3399931554;CHI;1;ORL;1;21;1;38;8;20;4;3;4;75;0;0;;1;7;8;10;4;0;2;3;19;188
1997;52;52;2/18/1997;34;1;3400273785;CHI;1;DEN;1;11;1;32;10;18;556;1;3;333;3;4;75;2;3;5;12;3;0;0;3;24;275
1997;53;53;2/21/1997;34;4;340109514;CHI;0;WSB;1;4;1;45;13;28;464;3;4;75;7;12;583;1;3;4;4;1;0;2;2;36;222
1997;54;54;2/22/1997;34;5;3401368925;CHI;1;GSW;1;33;1;31;13;19;684;5;8;625;3;4;75;1;4;5;1;3;0;2;1;34;287
1997;55;55;2/24/1997;34;7;3401916496;CHI;1;POR;1;27;1;30;13;27;481;3;7;429;8;9;889;1;3;4;3;0;0;1;1;37;252
1997;56;56;2/27/1997;34;10;3402737851;CHI;0;CLE;0;-3;1;43;7;25;28;0;3;0;9;9;1;1;7;8;4;0;0;2;2;23;111
1997;57;57;2/28/1997;34;11;3403011636;CHI;1;SAC;1;18;1;35;13;20;65;5;7;714;4;5;8;1;8;9;6;1;1;2;2;35;32
1997;58;58;3/3/1997;34;14;3403832991;CHI;1;MIL;1;18;1;36;11;19;579;3;7;429;6;6;1;0;3;3;6;2;0;2;2;31;264
1997;59;59;3/5/1997;34;16;3404380561;CHI;1;SAS;1;42;1;23;7;17;412;1;4;25;1;2;5;1;1;2;4;2;0;0;1;16;119
1997;60;60;3/7/1997;34;18;3404928131;CHI;1;IND;1;8;1;44;11;21;524;1;3;333;15;17;882;1;3;4;5;2;1;4;3;38;295
1997;61;61;3/9/1997;34;20;3405475702;CHI;0;NYK;0;-4;1;46;14;31;452;0;3;0;8;9;889;2;4;6;4;1;0;1;2;36;241
1997;62;62;3/11/1997;34;22;3406023272;CHI;0;BOS;1;11;1;43;13;23;565;1;3;333;5;6;833;0;4;4;9;3;0;2;2;32;284
1997;63;63;3/12/1997;34;23;3406297057;CHI;0;PHI;1;4;1;37;9;24;375;1;4;25;4;5;8;0;5;5;3;2;1;4;2;23;109
1997;64;64;3/14/1997;34;25;3406844627;CHI;0;NJN;0;-1;1;39;16;34;471;1;3;333;3;5;6;2;6;8;5;0;1;1;1;36;238
1997;65;65;3/15/1997;34;26;3407118412;CHI;1;ATL;1;20;1;29;5;11;455;0;1;0;0;0;;1;3;4;3;1;2;3;1;10;7
1997;66;66;3/18/1997;34;29;3407939767;CHI;1;SEA;1;2;1;50;10;28;357;0;4;0;12;13;923;8;10;18;2;0;0;8;3;32;168
1997;67;67;3/21/1997;34;32;3408761123;CHI;0;IND;1;19;1;40;11;25;44;1;3;333;13;14;929;4;2;6;4;2;1;2;0;36;294
1997;68;68;3/22/1997;34;33;3409034908;CHI;1;DET;1;15;1;35;8;20;4;3;6;5;4;4;1;2;3;5;7;2;1;0;3;23;209
1997;69;69;3/25/1997;34;36;3409856263;CHI;1;DAL;1;2;1;36;9;20;45;0;1;0;2;2;1;0;1;1;3;3;0;2;3;20;118
1997;70;70;3/27/1997;34;38;3410403833;CHI;0;TOR;1;13;1;41;5;17;294;0;0;0;2;3;667;3;7;10;4;0;2;6;2;12;33
1997;71;71;3/29/1997;34;40;3410951403;CHI;1;NJN;1;10;1;39;9;21;429;1;2;5;2;3;667;2;4;6;10;0;2;0;3;21;193
1997;72;72;4/1/1997;34;43;3411772758;CHI;1;BOS;1;5;1;27;8;11;727;0;0;0;5;9;556;0;8;8;2;2;0;2;1;21;183
1997;73;73;4/3/1997;34;45;3412320329;CHI;0;WSB;0;-8;1;39;14;30;467;1;4;25;5;6;833;0;1;1;6;2;1;2;2;34;226
1997;74;74;4/4/1997;34;46;3412594114;CHI;1;CLE;1;13;1;38;9;16;563;0;1;0;4;5;8;1;4;5;3;1;2;0;2;22;196
1997;75;75;4/6/1997;34;48;3413141684;CHI;0;ORL;1;16;1;40;13;22;591;3;6;5;8;9;889;2;6;8;5;3;1;4;3;37;316
1997;76;76;4/7/1997;34;49;3413415469;CHI;1;PHI;1;26;1;30;13;25;52;3;4;75;1;2;5;3;5;8;2;3;2;2;1;30;243
1997;77;77;4/9/1997;34;51;3413963039;CHI;0;IND;1;6;1;41;8;19;421;0;3;0;7;8;875;0;3;3;2;5;0;6;2;23;13
1997;78;78;4/10/1997;34;52;3414236824;CHI;0;NYK;1;2;1;44;12;26;462;1;3;333;9;10;9;1;7;8;6;1;1;3;3;34;247
1997;79;79;4/13/1997;34;55;3415058179;CHI;0;DET;0;-17;1;38;7;16;438;0;3;0;4;4;1;1;8;9;7;0;0;4;1;18;132
1997;80;80;4/14/1997;34;56;3415331964;CHI;1;TOR;1;17;1;35;12;24;5;4;7;571;2;2;1;2;9;11;10;3;1;2;2;30;30
1997;81;81;4/16/1997;34;58;3415879535;CHI;0;MIA;0;-10;1;39;11;27;407;2;5;4;2;4;5;1;7;8;3;0;1;3;5;26;113
1997;82;82;4/19/1997;34;61;341670089;CHI;1;NYK;0;-2;1;39;14;22;636;1;1;1;4;8;5;0;3;3;3;2;0;4;4;33;21
1998;1;1;10/31/1997;34;256;347008898;CHI;0;BOS;0;-7;1;42;7;23;304;0;0;0;16;21;762;1;5;6;4;2;1;3;2;30;186
1998;2;2;11/1/1997;34;257;3470362765;CHI;1;PHI;1;20;1;24;7;14;5;0;0;0;2;2;1;1;6;7;2;2;0;3;3;16;107
1998;3;3;11/3/1997;34;259;3470910335;CHI;1;SAS;1;4;1;48;12;39;308;1;4;25;4;6;667;4;9;13;4;5;2;3;0;29;174
1998;4;4;11/5/1997;34;261;3471457906;CHI;1;ORL;1;13;1;41;11;25;44;0;3;0;7;9;778;4;13;17;4;0;0;0;2;29;238
1998;5;5;11/7/1997;34;263;3472005476;CHI;0;ATL;0;-2;1;40;11;25;44;0;1;0;5;7;714;1;8;9;6;1;0;2;1;27;19
1998;6;6;11/8/1997;34;264;3472279261;CHI;1;NJN;1;13;1;33;5;13;385;0;1;0;5;8;625;1;4;5;2;2;0;2;3;15;88
1998;7;7;11/11/1997;34;267;3473100616;CHI;0;CLE;0;-21;1;34;7;17;412;0;1;0;5;7;714;2;4;6;1;1;0;3;1;19;10
1998;8;8;11/12/1997;34;268;3473374401;CHI;1;WAS;0;-7;1;40;10;28;357;0;2;0;8;12;667;2;5;7;3;4;2;5;1;28;158
1998;9;9;11/14/1997;34;270;3473921971;CHI;1;CHH;1;13;1;38;12;24;5;2;2;1;2;2;1;1;3;4;7;1;1;2;0;28;222
1998;10;10;11/15/1997;34;271;3474195756;CHI;1;CLE;1;9;1;39;11;26;423;1;1;1;4;7;571;0;2;2;4;2;0;5;2;27;116
1998;11;11;11/20/1997;34;276;3475564682;CHI;0;PHO;0;-4;1;41;13;27;481;0;1;0;4;6;667;1;5;6;3;1;0;3;0;30;178
1998;12;12;11/21/1997;34;277;3475838467;CHI;0;LAC;1;9;1;52;18;38;474;0;2;0;13;19;684;2;3;5;5;1;1;4;3;49;295
1998;13;13;11/23/1997;34;279;3476386037;CHI;0;SAC;1;15;1;41;11;19;579;0;0;0;11;12;917;1;2;3;5;2;1;2;1;33;288
1998;14;14;11/25/1997;34;281;3476933607;CHI;0;SEA;0;-1;1;38;11;25;44;0;2;0;4;6;667;2;4;6;5;5;0;3;1;26;198
1998;15;15;11/28/1997;34;284;3477754962;CHI;0;IND;0;-11;1;42;11;26;423;0;2;0;4;8;5;1;6;7;2;2;0;1;3;26;143
1998;16;16;11/29/1997;34;285;3478028747;CHI;0;WAS;1;5;1;37;10;21;476;1;1;1;8;12;667;0;4;4;3;2;0;2;3;29;188
1998;17;17;12/3/1997;34;289;3479123888;CHI;0;BOS;1;10;1;40;11;21;524;1;3;333;6;8;75;4;5;9;5;2;1;7;2;29;206
1998;18;18;12/5/1997;34;291;3479671458;CHI;1;MIL;1;22;1;35;4;16;25;0;3;0;5;6;833;3;6;9;2;1;0;1;3;13;71
1998;19;19;12/9/1997;34;295;3480766598;CHI;1;NYK;1;18;1;37;10;23;435;0;0;0;9;9;1;1;3;4;4;1;0;4;4;29;167
1998;20;20;12/10/1997;34;296;3481040383;CHI;0;ORL;0;-8;1;37;6;17;353;0;1;0;13;13;1;1;1;2;5;1;0;3;3;25;168
1998;21;21;12/12/1997;34;298;3481587953;CHI;0;CHH;0;-2;1;41;12;24;5;0;0;0;4;6;667;3;6;9;5;0;0;4;2;28;178
1998;22;22;12/13/1997;34;299;3481861739;CHI;1;TOR;1;27;1;27;4;16;25;0;0;0;3;4;75;3;3;6;2;2;0;0;0;11;74
1998;23;23;12/15/1997;34;301;3482409309;CHI;1;PHO;1;7;1;36;10;23;435;0;1;0;11;12;917;3;6;9;4;4;1;2;2;31;271
1998;24;24;12/17/1997;34;303;3482956879;CHI;1;LAL;1;21;1;35;12;22;545;1;2;5;11;12;917;2;3;5;4;1;1;4;4;36;262
1998;25;25;12/20/1997;34;306;3483778234;CHI;0;NJN;1;8;1;42;10;23;435;0;0;0;4;5;8;3;2;5;3;0;2;2;2;24;149
1998;26;26;12/23/1997;34;309;3484599589;CHI;1;LAC;1;5;1;40;9;24;375;0;1;0;9;12;75;7;5;12;4;0;1;2;0;27;205
1998;27;27;12/25/1997;34;311;3485147159;CHI;1;MIA;1;10;1;38;8;20;4;0;1;0;8;12;667;4;7;11;4;2;0;3;0;24;183
1998;28;28;12/27/1997;34;313;348569473;CHI;1;ATL;1;7;1;36;18;26;692;0;0;0;11;13;846;2;2;4;2;3;1;4;2;47;375
1998;29;29;12/29/1997;34;315;34862423;CHI;1;DAL;1;6;1;41;16;29;552;0;1;0;9;11;818;1;6;7;0;0;2;2;1;41;278
1998;30;30;12/30/1997;34;316;3486516085;CHI;0;MIN;0;-4;1;39;11;28;393;1;3;333;10;13;769;0;4;4;1;0;0;3;1;33;151
1998;31;31;1/2/1998;34;319;348733744;CHI;1;MIL;1;14;1;43;15;22;682;1;1;1;13;15;867;1;4;5;1;2;0;0;1;44;38
1998;32;32;1/3/1998;34;320;3487611225;CHI;0;DET;1;9;1;47;12;25;48;0;1;0;10;11;909;0;9;9;9;1;2;4;2;34;275
1998;33;33;1/6/1998;34;323;348843258;CHI;1;BOS;1;11;1;41;5;13;385;0;1;0;9;12;75;1;2;3;4;3;0;3;0;19;148
1998;34;34;1/7/1998;34;324;3488706366;CHI;0;MIA;0;-27;1;37;12;27;444;1;2;5;1;3;333;2;2;4;1;1;0;1;0;26;138
1998;35;35;1/9/1998;34;326;3489253936;CHI;0;NYK;1;1;1;41;17;33;515;1;4;25;9;10;9;1;3;4;2;3;1;1;3;44;318
1998;36;36;1/10/1998;34;327;3489527721;CHI;1;GSW;1;5;1;38;13;31;419;0;1;0;6;10;6;4;2;6;3;0;0;1;0;32;184
1998;37;37;1/13/1998;34;330;3490349076;CHI;1;SEA;1;10;1;38;12;27;444;0;2;0;16;18;889;1;0;1;2;0;0;1;5;40;242
1998;38;38;1/15/1998;34;332;3490896646;CHI;0;PHI;0;-10;1;38;9;23;391;0;1;0;2;4;5;2;7;9;4;2;0;4;1;20;106
1998;39;39;1/16/1998;34;333;3491170431;CHI;0;MIL;1;10;1;40;10;20;5;1;1;1;6;7;857;0;8;8;2;1;1;3;3;27;179
1998;40;40;1/18/1998;34;335;3491718001;CHI;1;HOU;1;6;1;41;16;29;552;2;2;1;11;12;917;0;3;3;3;3;1;4;2;45;326
1998;41;41;1/21/1998;34;338;3492539357;CHI;1;CHH;1;31;1;31;14;23;609;1;3;333;4;4;1;1;4;5;6;3;1;1;2;33;305
1998;42;42;1/23/1998;34;340;3493086927;CHI;0;NJN;1;2;1;44;10;23;435;0;1;0;12;13;923;0;5;5;1;1;1;4;2;32;186
1998;43;43;1/25/1998;34;342;3493634497;CHI;1;UTA;0;-7;1;44;13;26;5;0;4;0;6;7;857;3;2;5;7;2;0;3;4;32;236
1998;44;44;1/27/1998;34;344;3494182067;CHI;0;VAN;1;18;1;32;7;15;467;0;0;0;6;6;1;0;0;0;3;1;1;1;0;20;151
1998;45;45;1/29/1998;34;346;3494729637;CHI;0;POR;1;13;1;39;11;24;458;0;1;0;7;7;1;1;4;5;4;1;0;0;1;29;219
1998;46;46;1/30/1998;34;347;3495003422;CHI;0;GSW;1;7;1;41;2;17;118;0;0;0;10;11;909;3;5;8;3;3;1;2;0;14;99
1998;47;47;2/1/1998;34;349;3495550992;CHI;0;LAL;0;-25;1;37;11;26;423;0;1;0;9;12;75;0;5;5;2;1;0;1;0;31;189
1998;48;48;2/2/1998;34;350;3495824778;CHI;0;DEN;1;39;1;33;6;12;5;0;0;0;3;4;75;1;5;6;3;1;0;0;1;15;135
1998;49;49;2/4/1998;34;352;3496372348;CHI;0;UTA;0;-8;1;43;17;37;459;1;5;2;5;6;833;2;5;7;3;2;1;1;2;40;264
1998;50;50;2/10/1998;34;358;3498015058;CHI;1;TOR;1;7;1;34;8;21;381;0;3;0;2;5;4;2;3;5;1;2;0;2;1;18;79
1998;51;51;2/11/1998;34;359;3498288843;CHI;0;CHH;1;2;1;41;11;22;5;0;0;0;7;9;778;1;3;4;6;0;0;1;2;29;212
1998;52;52;2/13/1998;34;361;3498836413;CHI;1;ATL;1;2;1;36;14;22;636;0;1;0;9;12;75;3;4;7;1;1;0;2;0;37;29
1998;53;53;2/15/1998;34;363;3499383984;CHI;1;DET;1;9;1;41;7;17;412;0;1;0;7;8;875;1;11;12;5;3;0;3;3;21;178
1998;54;54;2/17/1998;35;0;35;CHI;1;IND;1;8;1;39;13;23;565;0;2;0;1;3;333;2;2;4;6;1;1;2;4;27;196
1998;55;55;2/19/1998;35;2;350054757;CHI;0;TOR;1;37;1;28;5;9;556;1;2;5;5;6;833;0;4;4;5;0;0;1;2;16;142
1998;56;56;2/21/1998;35;4;350109514;CHI;0;WAS;1;6;1;42;8;23;348;0;0;0;3;5;6;3;5;8;3;1;2;1;3;19;112
1998;57;57;2/23/1998;35;6;350164271;CHI;1;CLE;1;22;1;29;7;14;5;0;1;0;3;4;75;2;5;7;6;0;1;2;3;17;142
1998;58;58;2/25/1998;35;8;3502190281;CHI;1;POR;0;-5;1;42;9;26;346;0;2;0;15;17;882;1;3;4;3;4;1;3;2;33;222
